Id,LotArea,Utilities,LotConfig,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Foundation,BsmtExposure,TotalBsmtSF,Heating,CentralAir,LowQualFinSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,Fence,YrSold,SalePrice
163,12182,AllPub,Corner,1Fam,1Story,7,2005,2005,PConc,Mn,1541,GasA,Y,0,2,0,3,1,7,1,Attchd,2,Y,0,NA,2010,220000
164,5500,AllPub,Inside,1Fam,1.5Unf,4,1956,1956,CBlock,No,882,GasA,Y,0,1,0,1,1,4,0,NA,0,Y,0,MnPrv,2007,103200
165,5400,AllPub,Corner,1Fam,1Story,6,1926,2004,BrkTil,Mn,1149,GasA,Y,0,2,0,3,1,5,0,Detchd,1,Y,0,NA,2007,152000
166,10106,AllPub,Inside,2fmCon,1.5Fin,5,1940,1999,BrkTil,No,644,GasA,Y,0,2,0,4,2,6,0,NA,0,Y,0,NA,2008,127500
167,10708,AllPub,Inside,1Fam,1Story,5,1955,1993,CBlock,No,1617,GasA,Y,0,1,0,2,1,7,3,Attchd,1,Y,0,GdWo,2009,190000
168,10562,AllPub,Inside,1Fam,2Story,8,2007,2007,PConc,No,1582,GasA,Y,0,1,1,3,1,8,1,Attchd,3,Y,0,NA,2007,325624
169,8244,AllPub,Inside,1Fam,2Story,7,2004,2004,PConc,No,840,GasA,Y,0,2,1,3,1,7,1,Attchd,2,Y,0,NA,2007,183500
170,16669,AllPub,Corner,1Fam,1Story,8,1981,1981,CBlock,No,1686,GasA,Y,0,2,1,2,1,6,1,Attchd,2,Y,0,NA,2006,228000
171,12358,AllPub,Inside,1Fam,1.5Fin,5,1941,1950,CBlock,No,720,GasA,Y,528,1,1,2,1,7,0,Detchd,2,Y,0,NA,2007,128500
172,31770,AllPub,Corner,1Fam,1Story,6,1960,1960,CBlock,Gd,1080,GasA,Y,0,1,0,3,1,7,2,Attchd,2,P,0,NA,2010,215000
173,5306,AllPub,Inside,TwnhsE,2Story,7,1987,1987,PConc,No,1064,GasA,Y,0,2,0,2,1,5,1,Attchd,2,Y,0,NA,2006,239000
174,10197,AllPub,Inside,1Fam,1Story,6,1961,1961,CBlock,No,1362,GasA,Y,0,1,1,3,1,6,1,Attchd,2,Y,0,NA,2008,163000
175,12416,AllPub,Inside,1Fam,1Story,6,1986,1986,CBlock,No,1606,GasA,Y,0,2,0,3,1,7,1,Attchd,2,Y,0,NA,2008,184000
176,12615,AllPub,Corner,1Fam,1Story,6,1950,2001,CBlock,Av,1202,GasA,Y,0,2,0,4,1,7,1,Attchd,2,Y,0,MnPrv,2007,243000
177,10029,AllPub,Corner,1Fam,2Story,6,1988,1989,PConc,No,1151,GasA,Y,0,2,1,4,1,8,1,Attchd,2,Y,0,NA,2007,211000
178,13650,AllPub,Inside,1Fam,1.5Fin,5,1958,1958,CBlock,No,1052,GasA,Y,0,2,0,4,1,8,1,Attchd,2,Y,0,NA,2006,172500
179,17423,AllPub,CulDSac,1Fam,1Story,9,2008,2009,PConc,No,2216,GasA,Y,0,2,0,1,1,9,1,Attchd,3,Y,0,NA,2009,501837
180,8520,AllPub,Inside,1Fam,1Story,5,1923,2006,CBlock,No,968,GasA,Y,0,1,0,2,1,5,0,Detchd,2,N,0,NA,2007,100000
181,2117,AllPub,Inside,Twnhs,2Story,6,2000,2000,PConc,No,756,GasA,Y,0,2,1,3,1,5,1,Detchd,2,Y,0,NA,2007,177000
182,7588,AllPub,Inside,1Fam,2Story,7,1920,1950,BrkTil,No,793,GasA,Y,0,1,1,4,1,9,1,Detchd,1,Y,0,NA,2006,200100
183,9060,AllPub,Inside,1Fam,1Story,5,1957,2006,PConc,NA,0,GasA,Y,0,1,0,3,1,7,1,Attchd,1,Y,0,MnPrv,2007,120000
184,11426,AllPub,Inside,1Fam,1.5Fin,7,2003,2003,PConc,No,1362,GasA,Y,0,2,1,3,1,6,0,Detchd,2,N,0,NA,2008,200000
185,7438,AllPub,Inside,1Fam,1.5Fin,5,1908,1991,PConc,No,504,GasA,Y,0,1,0,3,1,5,0,Attchd,2,Y,0,MnPrv,2006,127000
186,22950,AllPub,Inside,1Fam,2.5Fin,10,1892,1993,BrkTil,Mn,1107,GasA,Y,572,2,1,4,1,12,2,Detchd,3,Y,0,GdPrv,2006,475000
187,9947,AllPub,CulDSac,1Fam,SLvl,7,1990,1991,PConc,Av,1188,GasA,Y,0,2,0,3,1,6,0,Attchd,2,Y,0,GdPrv,2009,173000
188,10410,AllPub,Inside,1Fam,1.5Fin,5,1916,1987,CBlock,No,660,GasA,Y,144,2,1,3,1,8,0,Detchd,1,N,0,MnPrv,2009,135000
189,7018,AllPub,Inside,Duplex,SFoyer,5,1979,1979,CBlock,Av,1086,GasA,Y,0,0,2,2,2,6,2,Detchd,2,Y,0,NA,2009,153337
190,4923,AllPub,Inside,TwnhsE,1Story,8,2001,2002,PConc,Av,1593,GasA,Y,0,1,1,0,1,5,1,Attchd,2,Y,0,NA,2008,286000
191,10570,AllPub,Inside,1Fam,2Story,8,1932,1994,CBlock,No,853,GasA,Y,0,2,1,3,1,10,2,Detchd,2,Y,0,NA,2007,315000
192,7472,AllPub,CulDSac,1Fam,2Story,7,1972,2004,CBlock,No,725,GasA,Y,0,1,1,4,1,7,0,Attchd,2,Y,0,NA,2007,184000
193,9017,AllPub,Inside,1Fam,1Story,7,1999,1999,PConc,Av,1431,GasA,Y,0,2,0,3,1,6,0,Attchd,2,Y,0,NA,2009,192000
194,2522,AllPub,Inside,Twnhs,2Story,7,2004,2004,PConc,No,970,GasA,Y,0,2,0,3,1,7,0,Detchd,2,Y,0,NA,2006,130000
195,7180,AllPub,Inside,1Fam,1Story,5,1972,1972,CBlock,Av,864,GasA,Y,0,1,0,3,1,5,0,Detchd,1,Y,0,NA,2008,127000
196,2280,AllPub,FR2,Twnhs,2Story,6,1976,1976,CBlock,No,855,GasA,Y,0,2,1,3,1,7,1,Attchd,2,Y,0,NA,2009,148500
197,9416,AllPub,Inside,1Fam,1Story,7,2007,2007,PConc,No,1726,GasA,Y,0,2,0,3,1,8,1,Attchd,3,Y,0,NA,2007,311872
198,25419,AllPub,Corner,1Fam,2Story,8,1918,1990,PConc,No,1360,GasA,Y,392,2,0,4,1,8,1,Detchd,2,Y,512,GdPrv,2006,235000
199,5520,AllPub,Corner,1Fam,2.5Fin,6,1912,1950,CBlock,No,755,GasA,Y,371,1,0,5,1,8,0,NA,0,Y,0,MnPrv,2009,104000
200,9591,AllPub,Inside,1Fam,1Story,8,2004,2005,PConc,Av,1713,GasA,Y,0,2,0,3,1,7,1,Attchd,3,Y,0,NA,2009,274900
201,8546,AllPub,Corner,1Fam,1Story,4,2003,2004,PConc,No,1121,GasA,Y,0,2,0,2,1,5,0,Attchd,2,Y,0,NA,2010,140000
202,10125,AllPub,Inside,1Fam,1Story,6,1977,1977,CBlock,No,1196,GasA,Y,0,2,0,3,1,6,2,Detchd,2,Y,0,MnPrv,2008,171500
203,7000,AllPub,Corner,1Fam,1.5Fin,6,1924,1950,BrkTil,No,617,GasA,Y,0,2,0,2,1,6,0,Attchd,1,Y,0,NA,2006,112000
204,4438,AllPub,Inside,TwnhsE,1Story,6,2004,2004,PConc,Av,848,GasA,Y,0,1,0,1,1,3,1,Attchd,2,Y,0,NA,2008,149000
205,3500,AllPub,Inside,1Fam,1.5Fin,5,1947,1950,CBlock,No,720,GasA,Y,0,1,1,2,1,5,0,Detchd,1,Y,0,MnWw,2009,110000
206,11851,AllPub,Corner,1Fam,1Story,7,1990,1990,PConc,No,1424,GasA,Y,0,2,0,3,1,5,0,Attchd,2,Y,0,NA,2009,180500
207,13673,AllPub,CulDSac,1Fam,1Story,5,1962,1962,CBlock,No,1140,GasA,Y,0,1,1,3,1,8,1,Attchd,1,Y,0,NA,2007,143900
208,12493,AllPub,Inside,1Fam,1Story,4,1960,1960,PConc,No,1100,GasA,Y,0,1,0,3,1,6,1,Attchd,1,Y,0,GdWo,2008,141000
209,14364,AllPub,Inside,1Fam,2Story,7,1988,1989,CBlock,Gd,1157,GasA,Y,0,2,1,3,1,7,1,Attchd,2,Y,0,NA,2007,277000
210,8250,AllPub,Inside,1Fam,1Story,6,1964,1964,CBlock,No,1092,GasA,Y,0,1,0,3,1,6,0,Attchd,2,Y,0,MnPrv,2008,145000
211,5604,AllPub,Inside,1Fam,1Story,5,1925,1950,CBlock,No,864,GasA,N,0,1,0,2,1,5,0,NA,0,Y,0,NA,2008,98000
212,10420,AllPub,Corner,1Fam,1Story,6,2009,2009,PConc,Mn,1212,GasA,Y,0,2,0,3,1,6,0,Attchd,2,Y,0,NA,2010,186000
213,8640,AllPub,Inside,1Fam,2Story,7,2009,2009,PConc,No,900,GasA,Y,0,2,1,3,1,7,1,Attchd,2,Y,0,NA,2009,252678
214,13568,AllPub,CulDSac,1Fam,1Story,5,1995,1995,PConc,No,990,GasA,Y,0,1,0,3,1,5,0,Attchd,2,Y,0,NA,2006,156000
215,10900,AllPub,FR2,1Fam,2Story,6,1977,1977,CBlock,No,689,GasA,Y,0,1,1,3,1,6,0,Attchd,1,Y,0,MnPrv,2010,161750
216,10011,AllPub,Inside,1Fam,1Story,5,1957,1996,CBlock,No,1070,GasA,Y,0,1,0,2,1,6,1,Attchd,1,Y,0,MnPrv,2006,134450
217,8450,AllPub,Inside,1Fam,1Story,7,2004,2004,PConc,Mn,1436,GasA,Y,0,2,0,3,1,8,0,Attchd,2,Y,0,NA,2008,210000
218,9906,AllPub,Inside,1Fam,2Story,4,1925,1950,CBlock,No,686,GasA,N,0,1,0,3,1,8,0,Detchd,1,Y,0,NA,2006,107000
219,15660,AllPub,Corner,1Fam,1.5Fin,7,1939,2006,CBlock,No,798,GasA,Y,0,1,1,3,1,8,2,Attchd,2,Y,0,NA,2008,311500
220,3010,AllPub,Inside,TwnhsE,1Story,7,2005,2006,PConc,Av,1248,GasA,Y,0,2,0,2,1,5,0,Attchd,2,Y,0,NA,2006,167240
221,8990,AllPub,Inside,1Fam,1Story,7,2006,2006,PConc,Mn,1498,GasA,Y,0,2,0,2,1,5,0,Attchd,2,Y,0,NA,2006,204900
222,8068,AllPub,Inside,1Fam,2Story,6,2002,2002,PConc,No,1010,GasA,Y,0,2,1,4,1,8,1,BuiltIn,2,Y,0,NA,2009,200000
223,11475,AllPub,Inside,1Fam,2Story,6,1975,1975,CBlock,No,713,GasA,Y,0,2,1,3,1,6,1,Attchd,2,Y,0,MnPrv,2006,179900
224,10500,AllPub,FR2,1Fam,1Story,4,1971,1971,CBlock,No,864,GasA,Y,0,1,0,2,1,4,0,Detchd,2,Y,0,NA,2009,97000
225,13472,AllPub,Inside,1Fam,1Story,10,2003,2003,PConc,Gd,2392,GasA,Y,0,2,0,3,1,8,1,Attchd,3,Y,0,NA,2009,386250
226,1680,AllPub,Inside,Twnhs,2Story,5,1971,1971,CBlock,No,630,GasA,Y,0,2,1,3,1,6,0,Detchd,1,Y,0,NA,2009,112000
227,9950,AllPub,Inside,1Fam,2Story,7,1995,1995,PConc,No,1203,GasA,Y,0,2,1,4,1,9,1,Attchd,3,Y,0,NA,2007,290000
228,1869,AllPub,Inside,Twnhs,2Story,6,1970,1970,CBlock,No,483,GasA,Y,0,1,1,2,1,5,0,Detchd,1,Y,0,NA,2008,106000
229,8521,AllPub,FR2,1Fam,1Story,5,1967,1967,CBlock,No,912,GasA,Y,0,1,0,3,1,5,1,Detchd,1,Y,0,MnPrv,2010,125000
230,3182,AllPub,Inside,TwnhsE,1Story,7,2005,2006,PConc,Av,1373,GasA,Y,0,2,0,2,1,7,1,Attchd,2,Y,0,NA,2009,192500
231,8760,AllPub,Inside,1Fam,1Story,6,1959,1959,CBlock,No,1194,GasA,Y,0,1,0,3,1,6,0,Attchd,1,Y,0,NA,2010,148000
232,15138,AllPub,Inside,1Fam,2Story,8,1995,1996,PConc,No,1462,GasA,Y,0,2,1,4,1,9,1,Attchd,3,Y,0,NA,2009,403000
233,1680,AllPub,Inside,Twnhs,2Story,6,1972,1972,CBlock,No,483,GasA,Y,0,1,1,2,1,5,1,Attchd,1,Y,0,NA,2006,94500
234,10650,AllPub,Corner,1Fam,1Story,5,1976,1976,CBlock,Av,894,GasA,Y,0,1,0,3,1,5,0,Attchd,1,Y,0,MnPrv,2010,128200
235,7851,AllPub,Inside,1Fam,2Story,6,2002,2002,PConc,No,860,GasA,Y,0,2,1,4,1,8,2,BuiltIn,2,Y,0,NA,2010,216500
236,1680,AllPub,Inside,TwnhsE,2Story,6,1971,1971,CBlock,No,483,GasA,Y,0,1,1,2,1,5,0,Detchd,1,Y,0,NA,2008,89500
237,8773,AllPub,FR2,1Fam,1Story,7,2004,2004,PConc,Av,1414,GasA,Y,0,2,0,3,1,6,0,Attchd,2,Y,0,NA,2010,185500
238,9453,AllPub,CulDSac,1Fam,2Story,7,1993,2003,PConc,No,996,GasA,Y,0,2,1,3,1,7,0,Attchd,2,Y,0,NA,2010,194500
239,12030,AllPub,Inside,1Fam,1Story,8,2007,2007,PConc,No,1694,GasA,Y,0,2,0,3,1,7,0,Attchd,3,Y,0,NA,2007,318000
240,8741,AllPub,Inside,1Fam,1.5Fin,6,1945,1950,CBlock,No,735,GasA,Y,0,1,1,3,1,7,1,Detchd,1,Y,0,MnPrv,2010,113000
241,9000,AllPub,Inside,1Fam,1Story,8,2008,2008,PConc,Av,1566,GasA,Y,0,2,0,3,1,7,0,Attchd,2,Y,0,NA,2010,262500
242,3880,AllPub,Inside,1Fam,1Story,5,1945,1997,CBlock,No,686,GasA,Y,0,1,0,2,1,4,0,NA,0,Y,0,NA,2007,110500
243,5000,AllPub,Corner,1Fam,1.5Fin,5,1900,1950,BrkTil,No,540,GasA,N,0,1,0,3,1,6,0,Attchd,1,Y,0,NA,2006,79000
244,10762,AllPub,Corner,TwnhsE,2Story,6,1980,1980,CBlock,No,626,GasA,Y,0,1,1,3,1,6,1,Attchd,1,Y,0,NA,2009,120000
245,8880,AllPub,Inside,1Fam,2Story,7,1994,2002,PConc,No,948,GasA,Y,0,2,1,3,1,8,2,Attchd,2,Y,0,NA,2010,205000
246,10400,AllPub,Inside,1Fam,1Story,7,1988,1988,CBlock,Av,1845,GasA,Y,0,2,0,3,1,6,1,Attchd,2,Y,0,NA,2006,241500
247,9142,AllPub,Inside,2fmCon,2Story,6,1910,1950,Stone,No,1020,GasA,N,0,2,0,4,2,9,0,Detchd,1,Y,0,NA,2006,137000
248,11310,AllPub,Inside,1Fam,1Story,6,1954,1954,CBlock,No,1367,GasA,Y,0,1,0,2,1,5,1,Attchd,2,Y,0,NA,2006,140000
249,11317,AllPub,Inside,1Fam,2Story,7,2003,2003,PConc,No,840,GasA,Y,0,2,1,3,1,8,0,Attchd,2,Y,0,NA,2007,180000
250,159000,AllPub,CulDSac,1Fam,1.5Fin,6,1958,2006,CBlock,Gd,1444,GasA,Y,0,2,0,4,1,7,2,Attchd,2,Y,0,NA,2007,277000
251,5350,AllPub,Inside,1Fam,1Story,3,1940,1966,CBlock,No,728,GasA,Y,0,1,0,3,1,6,0,NA,0,Y,0,GdWo,2010,76500
252,4750,AllPub,Inside,TwnhsE,1Story,8,2006,2007,PConc,Gd,1573,GasA,Y,0,2,0,2,1,5,1,Attchd,2,Y,0,NA,2007,235000
253,8366,AllPub,Inside,1Fam,2Story,6,2004,2004,PConc,No,798,GasA,Y,0,2,1,3,1,6,0,Attchd,2,Y,0,NA,2008,173000
254,9350,AllPub,Inside,1Fam,SLvl,6,1964,1991,CBlock,Gd,1302,GasA,Y,0,2,0,3,1,7,0,Attchd,1,Y,0,MnPrv,2007,158000
255,8400,AllPub,Inside,1Fam,1Story,5,1957,1957,CBlock,No,1314,GasA,Y,0,1,0,3,1,5,0,Attchd,1,Y,0,NA,2010,145000
256,8738,AllPub,Inside,1Fam,2Story,7,1999,1999,PConc,No,975,GasA,Y,0,2,1,4,1,8,1,BuiltIn,2,Y,0,NA,2006,230000
257,8791,AllPub,Inside,1Fam,2Story,6,2003,2003,PConc,No,864,GasA,Y,0,2,1,3,1,7,0,Attchd,2,Y,0,NA,2008,207500
258,8814,AllPub,Inside,1Fam,1Story,7,2006,2006,PConc,No,1604,GasA,Y,0,2,1,3,1,8,1,Attchd,2,Y,0,NA,2009,220000
259,12435,AllPub,Inside,1Fam,2Story,7,2001,2001,PConc,No,963,GasA,Y,0,2,1,3,1,7,1,Attchd,2,Y,0,NA,2008,231500
260,12702,AllPub,Inside,1Fam,1Story,5,1956,1956,PConc,NA,0,GasA,Y,0,1,0,2,1,4,0,Detchd,1,Y,0,NA,2008,97000
261,19296,AllPub,Corner,1Fam,SLvl,6,1962,1962,CBlock,Gd,1362,GasA,Y,0,1,0,3,1,6,1,Attchd,2,Y,0,GdWo,2009,176000
262,9588,AllPub,Inside,1Fam,2Story,8,2007,2007,PConc,No,1482,GasA,Y,0,2,1,3,1,10,1,BuiltIn,3,Y,0,NA,2007,276000
263,8471,AllPub,Corner,1Fam,SLvl,6,1977,1995,CBlock,Av,506,GasA,Y,0,1,0,3,1,6,1,Attchd,2,Y,0,GdWo,2006,151000
264,5500,AllPub,Corner,1Fam,1.5Fin,5,1929,2001,BrkTil,No,926,GasA,Y,390,1,0,3,1,6,0,Detchd,2,Y,0,NA,2010,130000
265,5232,AllPub,Inside,1Fam,1Story,5,1925,2004,BrkTil,No,680,GasA,N,0,1,0,2,1,4,0,Detchd,2,N,0,NA,2008,73000
266,12090,AllPub,Inside,1Fam,1Story,6,1981,1981,CBlock,No,1422,GasA,Y,0,2,0,3,1,7,1,Attchd,2,Y,0,GdPrv,2008,175500
267,11207,AllPub,FR2,1Fam,2Story,6,1997,1997,PConc,Av,802,GasA,Y,0,2,1,3,1,8,1,Attchd,2,Y,0,NA,2006,185000
268,8400,AllPub,Inside,1Fam,2.5Fin,5,1939,1997,PConc,No,720,GasA,Y,420,2,1,4,1,8,1,Detchd,1,Y,0,NA,2008,179500
269,6900,AllPub,Inside,1Fam,1Story,5,1940,1955,CBlock,No,740,GasA,Y,0,1,0,2,1,4,1,Detchd,1,Y,0,NA,2008,120500
270,7917,AllPub,Corner,1Fam,1Story,6,1976,1976,CBlock,No,1143,GasA,Y,0,1,1,3,1,6,1,Attchd,1,Y,0,GdPrv,2007,148000
271,10728,AllPub,Inside,1Fam,2Story,8,2006,2006,PConc,Mn,1095,GasA,Y,0,2,1,3,1,8,1,Attchd,3,Y,0,NA,2006,266000
272,39104,AllPub,CulDSac,1Fam,1Story,7,1954,2005,CBlock,Gd,1385,GasA,Y,0,1,0,2,1,5,2,Attchd,2,Y,0,NA,2008,241500
273,11764,AllPub,CulDSac,1Fam,2Story,8,1999,2007,PConc,No,1152,GasA,Y,0,2,1,4,1,9,1,Attchd,3,Y,0,NA,2010,290000
274,9600,AllPub,Inside,1Fam,1Story,6,1958,1988,CBlock,No,1240,GasA,Y,0,2,0,3,1,6,1,Attchd,1,Y,0,MnPrv,2009,139000
275,8314,AllPub,Corner,1Fam,1Story,5,1982,1982,CBlock,Gd,816,GasA,Y,0,1,0,2,1,5,0,Attchd,1,Y,0,NA,2007,124500
276,7264,AllPub,Inside,1Fam,1.5Fin,7,1925,2007,BrkTil,No,952,GasW,N,0,2,1,3,1,5,0,Detchd,2,Y,0,NA,2009,205000
277,9196,AllPub,Inside,1Fam,1Story,7,2003,2003,PConc,No,1560,GasA,Y,0,2,0,3,1,7,0,Attchd,2,Y,0,NA,2010,201000
278,19138,AllPub,Corner,1Fam,1Story,4,1951,1951,CBlock,No,864,GasA,Y,0,1,0,2,1,4,0,Detchd,2,Y,0,NA,2010,141000
279,14450,AllPub,Inside,1Fam,1Story,9,2006,2007,PConc,Gd,2121,GasA,Y,0,2,1,3,1,8,1,Attchd,3,Y,0,NA,2007,415298
280,10005,AllPub,Inside,1Fam,2Story,7,1977,1977,CBlock,No,1160,GasA,Y,0,2,1,4,1,8,1,Attchd,2,Y,0,NA,2008,192000
281,11287,AllPub,Inside,1Fam,2Story,7,1989,1989,CBlock,Av,807,GasA,Y,0,2,1,3,1,7,1,Attchd,2,Y,0,NA,2007,228500
282,7200,AllPub,Inside,1Fam,1Story,6,2006,2006,PConc,No,1262,GasA,Y,0,2,0,2,1,5,0,Attchd,2,Y,0,NA,2006,185000
283,5063,AllPub,Inside,Twnhs,1Story,7,2007,2008,PConc,No,1314,GasA,Y,0,2,0,2,1,6,1,Attchd,2,Y,0,NA,2009,207500
284,9612,AllPub,Inside,1Fam,1Story,8,2008,2009,PConc,No,1468,GasA,Y,0,2,0,3,1,6,1,Attchd,3,Y,0,NA,2009,244600
285,8012,AllPub,Inside,TwnhsE,1Story,6,1992,1992,PConc,No,1575,GasA,Y,0,2,0,2,1,5,0,Attchd,2,Y,0,NA,2007,179200
286,4251,AllPub,Inside,TwnhsE,2Story,7,2006,2007,PConc,No,625,GasA,Y,0,2,1,2,1,5,0,Detchd,2,Y,0,NA,2007,164700
287,9786,AllPub,Inside,1Fam,1.5Fin,6,1962,1981,CBlock,No,912,GasA,Y,0,1,1,3,1,7,1,Attchd,2,Y,0,GdPrv,2006,159000
288,8125,AllPub,Corner,1Fam,1Story,4,1971,1971,CBlock,No,858,GasA,Y,0,1,0,3,1,5,0,NA,0,Y,0,NA,2006,88000
289,9819,AllPub,Inside,1Fam,1Story,5,1967,1967,CBlock,No,882,GasA,Y,0,1,0,3,1,5,0,Detchd,1,Y,0,MnPrv,2010,122000
290,8730,AllPub,Inside,1Fam,2Story,6,1915,2003,BrkTil,No,698,GasA,Y,0,1,0,3,1,7,0,Detchd,1,Y,0,NA,2007,153575
291,15611,AllPub,Inside,1Fam,2Story,8,2006,2006,PConc,Av,1079,GasA,Y,0,2,1,3,1,8,1,Attchd,2,Y,0,NA,2006,233230
292,5687,AllPub,Inside,2fmCon,2Story,5,1912,2000,PConc,No,780,GasA,N,0,2,0,6,1,9,0,NA,0,N,0,NA,2008,135900
293,11409,AllPub,Inside,1Fam,1.5Fin,5,1949,2008,CBlock,No,768,GasA,Y,0,1,1,3,1,8,1,Attchd,1,Y,0,NA,2009,131000
294,16659,AllPub,Corner,1Fam,2Story,7,1977,1994,CBlock,No,795,GasA,Y,0,2,1,3,1,9,1,Attchd,2,Y,0,NA,2006,235000
295,9600,AllPub,Inside,1Fam,1Story,6,1953,1953,CBlock,No,1416,GasA,Y,0,1,0,3,1,7,2,Attchd,2,Y,0,NA,2009,167000
296,7937,AllPub,CulDSac,1Fam,SLvl,6,1984,1984,CBlock,Av,1003,GasA,Y,0,1,0,3,1,6,0,Detchd,2,Y,0,GdPrv,2006,142500
297,13710,AllPub,Inside,1Fam,1.5Fin,5,1950,1950,CBlock,No,910,GasA,Y,0,1,1,4,1,6,0,Attchd,1,Y,0,MnPrv,2007,152000
298,7399,AllPub,Inside,1Fam,2Story,7,1997,1998,PConc,No,975,GasA,Y,0,2,1,3,1,7,1,Detchd,2,Y,0,NA,2007,239000
299,11700,AllPub,Inside,1Fam,2Story,6,1968,1968,CBlock,No,702,GasA,Y,0,1,2,3,1,7,1,Attchd,2,Y,0,NA,2007,175000
300,14000,AllPub,Inside,1Fam,1Story,6,1950,2004,CBlock,No,1092,GasA,Y,0,1,0,3,1,6,1,Attchd,1,Y,0,GdPrv,2009,158500
301,15750,AllPub,Corner,2fmCon,1Story,5,1953,1953,CBlock,Mn,1165,GasA,Y,0,1,0,2,1,5,2,Attchd,1,Y,0,NA,2006,157000
302,16226,AllPub,Inside,1Fam,2Story,8,1998,1999,PConc,No,1028,GasA,Y,0,2,1,4,1,9,1,BuiltIn,2,Y,0,NA,2007,267000
303,13704,AllPub,Corner,1Fam,1Story,7,2001,2002,PConc,No,1541,GasA,Y,0,2,0,3,1,6,1,Attchd,3,Y,0,NA,2006,205000
304,9800,AllPub,Corner,1Fam,1Story,5,1972,1972,PConc,No,894,GasA,Y,0,1,0,3,1,5,0,Attchd,2,Y,0,GdWo,2006,149900
305,18386,AllPub,Inside,1Fam,2.5Fin,7,1880,2002,BrkTil,No,1470,GasA,Y,0,3,0,3,1,10,1,Attchd,3,Y,0,NA,2008,295000
306,10386,AllPub,Inside,1Fam,1Story,8,2004,2005,PConc,No,2000,GasA,Y,0,2,0,3,1,8,0,Attchd,3,Y,0,NA,2007,305900
307,13474,AllPub,Inside,1Fam,2Story,7,1990,1991,CBlock,No,700,GasA,Y,0,2,1,4,1,8,1,Attchd,3,Y,0,NA,2007,225000
308,7920,AllPub,Inside,1Fam,1.5Fin,6,1920,1950,CBlock,No,319,GasA,Y,0,1,0,3,1,6,0,NA,0,N,0,MnPrv,2008,89500
309,12342,AllPub,Inside,1Fam,1Story,4,1940,1950,CBlock,No,861,GasA,Y,0,1,0,1,1,4,0,Detchd,2,Y,0,NA,2009,82500
310,12378,AllPub,Inside,1Fam,1Story,9,2003,2004,PConc,Gd,1896,GasA,Y,0,2,0,3,1,8,3,Attchd,3,Y,0,NA,2006,360000
311,7685,AllPub,Inside,1Fam,2Story,6,1993,1994,PConc,No,697,GasA,Y,0,2,1,3,1,6,1,Attchd,2,Y,0,NA,2006,165600
312,8000,AllPub,Inside,1Fam,1Story,6,1948,2002,CBlock,No,972,GasA,Y,0,1,0,2,1,5,1,Detchd,1,Y,0,NA,2009,132000
313,7800,AllPub,Inside,2fmCon,1.5Fin,5,1939,1950,CBlock,Mn,793,GasA,Y,0,1,0,3,1,5,1,Detchd,2,Y,0,MnPrv,2006,119900
314,215245,AllPub,Inside,1Fam,1Story,7,1965,1965,CBlock,Gd,2136,GasW,Y,0,2,0,3,1,8,2,Attchd,2,Y,0,NA,2009,375000
315,9600,AllPub,Inside,1Fam,2Story,7,1925,1990,BrkTil,No,728,GasA,Y,0,1,1,3,1,6,1,Detchd,2,Y,0,NA,2006,178000
316,7795,AllPub,Inside,1Fam,2Story,7,2004,2005,PConc,No,716,GasA,Y,0,2,1,3,1,6,1,Attchd,2,Y,0,NA,2009,188500
317,13005,AllPub,Corner,1Fam,2Story,7,1980,1980,CBlock,No,845,GasA,Y,0,2,1,4,1,10,1,Attchd,2,Y,0,GdPrv,2009,260000
318,9000,AllPub,Inside,1Fam,2Story,8,2006,2006,PConc,Av,1088,GasA,Y,0,2,1,3,1,8,1,Attchd,3,Y,0,NA,2007,270000
319,9900,AllPub,Inside,1Fam,2Story,7,1993,1993,PConc,Gd,1347,GasA,Y,0,2,1,4,1,9,1,Attchd,3,Y,0,NA,2009,260000
320,14115,AllPub,Inside,1Fam,SLvl,7,1980,1980,CBlock,Av,1372,GasA,Y,0,2,0,3,1,6,2,Attchd,2,Y,0,NA,2009,187500
321,16259,AllPub,Corner,1Fam,2Story,9,2006,2006,PConc,Av,1249,GasA,Y,0,3,1,4,1,9,0,Attchd,3,Y,0,NA,2006,342643
322,12099,AllPub,Inside,1Fam,2Story,8,2004,2004,PConc,Av,1136,GasA,Y,0,2,1,4,1,10,1,BuiltIn,3,Y,0,NA,2007,354000
323,10380,AllPub,Inside,1Fam,2Story,7,1986,1987,CBlock,Gd,1502,GasA,Y,0,2,1,4,1,8,1,Attchd,2,Y,0,MnPrv,2007,301000
324,5820,AllPub,Inside,1Fam,1Story,3,1955,2005,CBlock,No,1162,GasA,Y,0,1,0,3,1,6,0,Attchd,1,Y,0,NA,2006,126175
325,11275,AllPub,Corner,1Fam,SLvl,7,1967,2007,CBlock,No,710,GasA,Y,0,2,1,5,1,11,1,BuiltIn,2,Y,0,NA,2010,242000
326,5000,AllPub,Inside,1Fam,1.5Unf,5,1941,1950,CBlock,Av,720,GasA,N,0,1,0,2,1,5,0,Detchd,2,Y,0,NA,2007,87000
